CreditScore,Age,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,NumOfProducts_1,NumOfProducts_2,NumOfProducts_3,NumOfProducts_4
655,41,8,125561.97,False,False,164040.94,False,True,False,False,True,True,False,False,False
601,42,1,98495.72,True,False,40014.76,False,True,False,False,True,True,False,False,False
619,43,1,125211.92,True,True,113410.49,True,False,False,False,True,True,False,False,False
656,45,5,127864.4,True,False,87107.57,True,False,False,False,True,True,False,False,False
725,19,0,75888.2,False,False,45613.75,False,True,False,False,True,True,False,False,False
511,66,4,0.0,True,False,1643.11,False,False,True,True,False,True,False,False,False
614,51,4,40685.92,True,True,46775.28,True,False,False,False,True,True,False,False,False
742,35,5,136857.0,False,False,84509.57,False,True,False,False,True,True,False,False,False
687,27,9,152328.88,False,False,126494.82,False,True,False,True,False,False,True,False,False
555,33,1,56084.69,False,False,178798.13,False,False,True,False,True,False,True,False,False
684,56,8,78707.16,True,True,99398.36,False,False,True,False,True,True,False,False,False
603,26,4,109166.37,True,True,92840.67,False,True,False,False,True,True,False,False,False
751,36,6,169831.46,True,True,27758.36,False,True,False,True,False,False,True,False,False
581,34,1,101633.04,True,False,110431.51,False,True,False,True,False,True,False,False,False
735,43,10,123180.01,True,True,196673.28,False,True,False,False,True,False,True,False,False
661,35,5,150725.53,False,True,113656.85,False,True,False,True,False,False,True,False,False
675,21,8,98373.26,True,False,18203.0,True,False,False,True,False,True,False,False,False
738,58,2,133745.44,True,False,28373.86,False,True,False,False,True,False,False,False,True
813,29,6,0.0,True,False,33953.87,True,False,False,False,True,True,False,False,False
657,37,0,163607.18,False,True,44203.55,False,False,True,True,False,True,False,False,False
604,25,5,157780.84,True,True,58426.81,False,True,False,True,False,False,True,False,False
519,36,9,0.0,False,True,145562.4,True,False,False,False,True,False,True,False,False
735,21,1,178718.19,True,False,22388.0,True,False,False,True,False,False,True,False,False
664,55,8,0.0,True,True,139161.64,True,False,False,False,True,False,True,False,False
678,32,9,0.0,True,True,148210.64,True,False,False,True,False,True,False,False,False
757,33,5,77253.22,False,True,194239.63,False,False,True,False,True,True,False,False,False
416,41,10,122189.66,True,False,98301.61,False,True,False,True,False,False,True,False,False
665,34,1,96645.54,False,False,171413.66,True,False,False,True,False,False,True,False,False
777,32,2,0.0,True,False,136458.19,True,False,False,True,False,True,False,False,False
543,36,3,0.0,False,False,26019.59,True,False,False,True,False,False,True,False,False
506,34,4,90307.62,True,True,159235.29,True,False,False,True,False,True,False,False,False
493,46,4,0.0,True,False,1907.66,True,False,False,True,False,False,True,False,False
652,75,10,0.0,True,True,114675.75,False,False,True,True,False,False,True,False,False
750,22,3,121681.82,True,False,128643.35,False,False,True,False,True,True,False,False,False
729,30,9,0.0,True,False,151869.35,True,False,False,False,True,False,True,False,False
646,46,4,0.0,True,False,93251.42,True,False,False,True,False,False,False,True,False
635,28,3,81623.67,True,True,156791.36,False,True,False,True,False,False,True,False,False
647,44,5,0.0,True,True,174205.22,False,False,True,True,False,False,False,True,False
808,45,7,118626.55,True,False,147132.46,True,False,False,False,True,False,True,False,False
524,36,10,0.0,True,False,109614.57,True,False,False,True,False,False,True,False,False
769,29,8,0.0,True,True,172290.61,True,False,False,False,True,False,True,False,False
730,42,4,0.0,False,True,85982.47,False,False,True,False,True,False,True,False,False
515,35,10,176273.95,False,True,121277.78,False,False,True,False,True,True,False,False,False
773,41,9,102827.44,False,True,64595.25,False,False,True,False,True,True,False,False,False
814,29,8,97086.4,True,True,197276.13,False,True,False,False,True,False,True,False,False
710,22,8,0.0,False,False,99645.04,False,False,True,False,True,False,True,False,False
413,34,9,0.0,False,False,6534.18,True,False,False,False,True,False,True,False,False
665,40,6,0.0,True,True,161848.03,True,False,False,True,False,True,False,False,False
623,44,6,0.0,False,False,167162.43,True,False,False,True,False,False,True,False,False
738,31,9,82674.15,True,False,41970.72,True,False,False,False,True,True,False,False,False
528,36,7,0.0,True,False,60536.56,False,False,True,False,True,False,True,False,False
670,65,1,0.0,True,True,177655.68,False,False,True,True,False,True,False,False,False
622,46,4,107073.27,True,True,30984.59,False,False,True,True,False,False,True,False,False
582,32,1,88938.62,True,True,10054.53,False,True,False,False,True,True,False,False,False
785,36,2,99806.85,False,True,36976.52,False,True,False,True,False,True,False,False,False
605,33,5,150092.8,False,False,71862.79,False,False,True,False,True,True,False,False,False
479,35,9,92833.89,True,False,99449.86,False,True,False,False,True,True,False,False,False
685,30,3,90536.81,False,True,63082.88,False,True,False,False,True,True,False,False,False
538,39,7,108055.1,True,False,27231.26,False,True,False,False,True,False,True,False,False
562,42,2,100238.35,False,False,86797.41,True,False,False,False,True,True,False,False,False
675,36,9,106190.55,False,True,22994.32,False,False,True,False,True,True,False,False,False
721,28,9,154475.54,False,True,101300.94,False,True,False,False,True,False,True,False,False
628,30,9,132351.29,True,True,74169.13,False,True,False,True,False,False,True,False,False
668,37,6,167864.4,True,False,115638.29,False,True,False,True,False,True,False,False,False
506,41,1,0.0,True,False,31766.3,True,False,False,True,False,False,True,False,False
524,31,8,107818.63,True,False,199725.39,False,True,False,True,False,True,False,False,False
699,34,4,185173.81,True,False,120834.48,False,True,False,False,True,False,True,False,False
828,34,8,129433.34,False,False,38131.77,True,False,False,False,True,False,True,False,False
674,39,6,120193.42,False,False,100130.95,False,False,True,False,True,True,False,False,False
656,39,6,0.0,True,False,141069.88,True,False,False,True,False,False,True,False,False
684,48,10,126384.42,True,True,198129.36,False,True,False,True,False,True,False,False,False
625,28,3,0.0,False,False,183646.41,True,False,False,True,False,True,False,False,False
432,42,9,152603.45,True,False,110265.24,True,False,False,False,True,True,False,False,False
549,52,1,0.0,False,True,8636.05,True,False,False,True,False,True,False,False,False
625,56,0,148507.24,True,False,46824.08,False,True,False,False,True,True,False,False,False
828,41,7,0.0,True,False,171378.77,True,False,False,True,False,False,True,False,False
770,24,9,101827.07,True,False,167256.35,True,False,False,False,True,True,False,False,False
758,34,3,0.0,True,True,124226.16,True,False,False,True,False,False,True,False,False
795,33,9,130862.43,True,True,114935.21,False,True,False,True,False,True,False,False,False
687,38,9,122570.87,True,True,35608.88,True,False,False,False,True,True,False,False,False
686,25,1,0.0,False,True,16459.37,True,False,False,False,True,False,True,False,False
789,39,7,124828.46,True,True,124411.08,False,True,False,False,True,False,True,False,False
589,50,5,144895.05,True,True,34941.23,False,True,False,True,False,False,True,False,False
461,34,5,63663.93,False,True,167784.28,False,True,False,True,False,True,False,False,False
637,40,2,133463.1,False,True,93165.34,True,False,False,False,True,True,False,False,False
584,48,2,213146.2,True,False,75161.25,False,False,True,True,False,True,False,False,False
579,35,1,129490.36,False,True,8590.83,False,False,True,True,False,False,True,False,False
756,44,10,137452.09,True,False,189543.9,False,True,False,False,True,True,False,False,False
663,34,7,0.0,True,True,180427.24,True,False,False,False,True,False,True,False,False
682,43,5,125851.93,True,True,193318.33,True,False,False,True,False,True,False,False,False
793,52,2,0.0,True,False,159123.82,False,False,True,False,True,True,False,False,False
691,31,5,40915.55,True,False,126213.84,True,False,False,True,False,True,False,False,False
485,21,5,113157.22,True,True,54141.5,False,False,True,True,False,True,False,False,False
635,29,8,138296.94,True,False,141075.51,False,False,True,True,False,False,True,False,False
650,37,5,106967.18,False,False,24495.03,True,False,False,False,True,True,False,False,False
735,44,9,120681.63,True,False,74836.34,True,False,False,False,True,True,False,False,False
416,32,0,0.0,False,True,878.87,True,False,False,False,True,False,True,False,False
754,32,7,0.0,True,False,89520.75,False,False,True,True,False,False,True,False,False
535,48,9,0.0,True,False,149892.79,True,False,False,True,False,True,False,False,False
716,42,8,0.0,True,False,180800.42,False,False,True,False,True,False,True,False,False
539,37,2,127609.59,True,False,98646.22,True,False,False,False,True,True,False,False,False
614,43,6,0.0,True,True,109041.53,True,False,False,True,False,False,True,False,False
706,57,7,0.0,True,False,17941.16,False,False,True,False,True,True,False,False,False
758,33,7,0.0,False,False,82996.47,True,False,False,True,False,False,True,False,False
586,28,2,0.0,True,True,92067.35,False,False,True,True,False,False,True,False,False
646,73,6,97259.25,False,True,104719.66,True,False,False,True,False,True,False,False,False
631,33,4,123246.7,False,False,112687.57,False,True,False,True,False,True,False,False,False
717,22,6,101060.25,False,True,84699.56,False,False,True,True,False,True,False,False,False
684,30,2,0.0,True,False,83473.82,True,False,False,False,True,False,True,False,False
800,49,7,108007.36,False,False,47125.11,True,False,False,True,False,True,False,False,False
721,36,2,0.0,True,True,106977.8,False,False,True,True,False,False,True,False,False
683,29,0,133702.89,True,False,55582.54,False,False,True,False,True,True,False,False,False
660,31,9,125189.75,True,True,139874.43,False,True,False,False,True,False,True,False,False
704,24,7,113034.22,True,False,162503.48,False,True,False,True,False,True,False,False,False
615,41,9,109013.23,True,False,196499.96,False,False,True,True,False,True,False,False,False
667,39,2,0.0,True,False,40721.24,False,False,True,True,False,False,True,False,False
682,24,9,57929.81,False,False,53134.3,False,True,False,False,True,False,True,False,False
484,29,4,130114.39,True,False,164017.89,True,False,False,True,False,True,False,False,False
628,27,5,95826.49,True,False,155996.96,False,True,False,False,True,False,True,False,False
480,44,10,129608.57,True,False,5472.7,False,True,False,False,True,True,False,False,False
578,30,4,169462.09,True,False,112187.11,True,False,False,False,True,True,False,False,False
512,40,5,0.0,True,True,146457.83,True,False,False,False,True,False,True,False,False
484,35,7,133868.21,True,True,27286.1,False,False,True,True,False,True,False,False,False
510,30,0,0.0,True,True,130553.47,True,False,False,True,False,False,True,False,False
606,36,5,190479.48,False,False,179351.89,False,True,False,False,True,False,True,False,False
597,40,8,101993.12,False,True,94774.12,False,False,True,True,False,True,False,False,False
754,55,3,161608.81,True,False,8080.85,False,True,False,True,False,True,False,False,False
850,45,2,122311.21,True,True,19482.5,False,False,True,True,False,True,False,False,False
510,65,2,0.0,True,True,48071.61,True,False,False,False,True,False,True,False,False
778,45,1,162150.42,True,False,174531.27,False,True,False,True,False,False,True,False,False
636,42,2,0.0,True,True,55470.78,True,False,False,False,True,False,True,False,False
804,50,4,0.0,True,True,8546.87,True,False,False,True,False,True,False,False,False
514,32,8,0.0,True,False,95857.18,True,False,False,False,True,False,True,False,False
730,39,1,99010.67,True,False,194945.8,True,False,False,True,False,True,False,False,False
525,37,0,0.0,False,True,131521.72,False,False,True,True,False,True,False,False,False
616,30,5,0.0,False,True,196108.51,False,False,True,False,True,False,True,False,False
687,34,7,111388.18,True,False,148564.76,False,True,False,True,False,False,True,False,False
715,41,8,56214.85,False,False,92982.61,True,False,False,True,False,False,True,False,False
512,36,3,84327.77,True,False,17675.36,True,False,False,True,False,False,True,False,False
479,40,1,0.0,False,False,114996.43,True,False,False,False,True,False,True,False,False
601,32,8,93012.89,True,False,86957.42,True,False,False,False,True,True,False,False,False
580,29,9,61710.44,True,False,128077.8,False,False,True,False,True,False,True,False,False
807,35,3,174790.15,True,True,600.36,True,False,False,False,True,True,False,False,False
616,32,6,0.0,True,True,43001.46,False,False,True,True,False,False,True,False,False
721,37,3,107720.64,True,True,158591.12,False,True,False,False,True,True,False,False,False
501,57,10,0.0,True,True,47847.19,True,False,False,False,True,False,True,False,False
521,35,6,96423.84,True,False,10488.44,True,False,False,False,True,True,False,False,False
850,30,2,141040.01,True,True,5978.2,False,False,True,False,True,True,False,False,False
759,42,4,105420.18,False,True,121409.06,True,False,False,False,True,True,False,False,False
516,50,5,0.0,False,True,146145.93,False,False,True,False,True,True,False,False,False
711,38,2,129022.06,True,True,14374.86,True,False,False,True,False,False,True,False,False
512,33,3,176666.62,True,False,94670.77,False,False,True,False,True,True,False,False,False
550,37,3,0.0,True,True,179670.31,True,False,False,False,True,True,False,False,False
608,41,3,89763.84,False,False,199304.74,False,False,True,True,False,True,False,False,False
618,34,5,134954.53,True,True,151954.39,True,False,False,False,True,True,False,False,False
643,45,5,0.0,True,False,142513.5,True,False,False,False,True,True,False,False,False
671,45,2,106376.85,False,True,158264.62,True,False,False,False,True,True,False,False,False
689,33,2,161814.64,True,False,169381.9,False,True,False,False,True,False,True,False,False
603,31,8,0.0,True,True,169915.02,True,False,False,False,True,False,True,False,False
620,41,9,0.0,False,False,88852.47,True,False,False,True,False,False,True,False,False
676,34,1,63095.01,True,True,40645.81,True,False,False,True,False,True,False,False,False
572,26,4,118287.01,False,False,60427.3,False,True,False,False,True,False,True,False,False
668,47,7,106854.21,False,True,157959.02,False,True,False,False,True,True,False,False,False
695,46,7,49512.55,True,False,133007.34,True,False,False,False,True,True,False,False,False
730,33,9,0.0,False,False,176576.62,False,False,True,True,False,False,True,False,False
807,43,1,105799.32,True,False,34888.04,True,False,False,False,True,False,True,False,False
592,54,8,0.0,True,True,28737.71,True,False,False,False,True,True,False,False,False
726,31,9,114722.05,True,True,98178.57,True,False,False,True,False,False,True,False,False
514,30,7,0.0,False,True,125010.24,False,False,True,False,True,True,False,False,False
567,42,2,0.0,True,True,167984.61,True,False,False,False,True,False,True,False,False
850,33,10,0.0,True,False,4861.72,True,False,False,False,True,True,False,False,False
671,45,6,99564.22,True,True,108872.45,False,True,False,False,True,True,False,False,False
670,37,4,170557.91,True,False,198252.88,True,False,False,False,True,False,True,False,False
694,30,9,0.0,True,True,26960.31,True,False,False,True,False,False,True,False,False
547,39,6,74596.15,True,True,85746.52,False,True,False,True,False,False,False,True,False
751,50,2,96888.39,True,False,77206.25,False,True,False,False,True,True,False,False,False
594,29,3,130830.22,True,False,61048.53,False,True,False,True,False,True,False,False,False
673,72,1,0.0,False,True,111981.19,True,False,False,False,True,False,True,False,False
610,40,0,0.0,True,False,62232.6,True,False,False,False,True,False,True,False,False
512,37,1,0.0,False,True,156105.03,True,False,False,True,False,False,True,False,False
767,20,3,119714.25,False,True,150135.38,False,True,False,False,True,False,True,False,False
585,67,5,113978.97,False,True,93146.11,True,False,False,True,False,False,True,False,False
763,42,6,100160.75,True,False,33462.94,False,True,False,False,True,True,False,False,False
712,29,2,0.0,True,True,144375.0,True,False,False,True,False,True,False,False,False
539,43,3,116220.5,True,False,55803.96,False,True,False,True,False,False,False,True,False
668,46,2,0.0,True,False,89048.46,True,False,False,True,False,False,False,True,False
703,28,2,81173.83,False,True,162812.16,True,False,False,False,True,False,True,False,False
662,38,4,0.0,True,False,136259.65,False,False,True,False,True,False,True,False,False
725,39,5,116803.8,True,False,124052.97,False,True,False,True,False,True,False,False,False
703,37,8,105961.68,False,True,74158.8,True,False,False,False,True,False,True,False,False
659,67,6,117411.6,True,True,45071.09,False,True,False,False,True,True,False,False,False
523,34,7,0.0,True,False,62030.06,False,False,True,False,True,False,True,False,False
635,40,10,123497.58,True,False,131953.23,True,False,False,True,False,True,False,False,False
772,26,7,152400.51,True,False,79414.0,False,True,False,False,True,False,True,False,False
545,26,1,0.0,True,True,199638.56,True,False,False,True,False,False,True,False,False
634,24,8,103097.85,True,True,157577.29,False,True,False,False,True,True,False,False,False
739,54,8,126418.14,True,False,134420.75,False,True,False,False,True,True,False,False,False
771,36,5,77846.9,False,False,99805.99,False,True,False,True,False,True,False,False,False
587,34,1,0.0,True,True,97932.68,False,False,True,True,False,False,True,False,False
681,79,0,0.0,False,True,170968.99,True,False,False,True,False,False,True,False,False
544,37,2,79731.91,True,True,57558.95,False,True,False,False,True,True,False,False,False
696,28,8,0.0,False,False,176713.47,False,False,True,False,True,True,False,False,False
766,41,0,0.0,False,True,34283.23,False,False,True,False,True,False,True,False,False
727,34,10,0.0,True,True,198637.34,True,False,False,False,True,False,True,False,False
671,34,6,37266.67,False,False,156917.12,False,True,False,True,False,False,True,False,False
693,30,6,127992.25,True,True,50457.2,True,False,False,True,False,True,False,False,False
850,38,3,54901.01,True,True,140075.55,False,True,False,False,True,True,False,False,False
732,42,9,108748.08,True,True,65323.11,False,True,False,False,True,False,True,False,False
726,48,6,99906.19,True,False,64323.24,False,False,True,True,False,True,False,False,False
557,32,6,184686.41,True,False,14956.44,True,False,False,True,False,False,True,False,False
682,26,0,110654.02,False,True,111879.21,True,False,False,True,False,True,False,False,False
738,31,9,79019.8,True,True,18606.23,False,False,True,False,True,True,False,False,False
531,36,9,99240.51,True,False,123137.01,False,False,True,True,False,True,False,False,False
498,34,2,0.0,True,True,148528.24,True,False,False,False,True,False,True,False,False
651,36,7,0.0,True,False,13898.31,True,False,False,False,True,False,True,False,False
549,39,7,0.0,False,False,81259.25,False,False,True,True,False,True,False,False,False
791,35,7,52436.2,True,False,161051.75,False,True,False,True,False,True,False,False,False
650,41,9,0.0,False,True,191599.67,False,False,True,False,True,False,True,False,False
733,34,3,100337.96,True,False,48559.19,False,True,False,False,True,False,False,True,False
811,34,1,149297.19,True,True,186339.74,False,True,False,True,False,False,True,False,False
707,30,8,0.0,True,False,33159.37,True,False,False,False,True,False,True,False,False
712,28,4,145605.44,False,True,93883.53,False,True,False,False,True,True,False,False,False
706,37,7,0.0,True,True,110899.3,False,False,True,True,False,False,True,False,False
756,62,3,0.0,True,True,11199.04,True,False,False,False,True,True,False,False,False
777,53,10,0.0,True,False,189992.97,True,False,False,True,False,False,True,False,False
646,35,6,84026.86,False,True,164255.69,True,False,False,False,True,True,False,False,False
714,46,1,0.0,True,False,152167.79,True,False,False,False,True,True,False,False,False
782,39,8,0.0,True,True,33949.67,True,False,False,False,True,False,True,False,False
775,29,10,0.0,True,True,68143.93,False,False,True,False,True,False,True,False,False
479,35,4,138718.92,True,True,47251.79,False,True,False,False,True,True,False,False,False
807,42,7,118274.71,True,True,25885.72,True,False,False,False,True,True,False,False,False
799,22,8,174185.98,False,True,192633.85,True,False,False,True,False,False,True,False,False
675,40,7,113208.86,True,False,34577.36,True,False,False,False,True,False,True,False,False
602,29,5,103907.28,True,False,161229.84,False,False,True,False,True,True,False,False,False
475,32,8,119023.28,True,False,100816.29,True,False,False,True,False,True,False,False,False
744,26,5,166297.89,True,True,181694.44,False,False,True,True,False,True,False,False,False
588,34,10,0.0,True,False,79078.91,False,False,True,False,True,False,True,False,False
703,42,9,63227.0,False,True,137316.32,False,True,False,False,True,True,False,False,False
747,41,5,94521.17,True,False,194926.86,False,False,True,True,False,False,True,False,False
583,27,7,0.0,True,False,51285.49,True,False,False,False,True,False,True,False,False
750,34,9,112822.26,False,False,150401.53,False,False,True,True,False,True,False,False,False
681,38,3,0.0,True,True,112491.96,True,False,False,False,True,False,True,False,False
773,25,2,135903.33,True,False,73656.38,True,False,False,False,True,True,False,False,False
714,31,4,125169.26,True,True,106636.89,True,False,False,True,False,True,False,False,False
687,44,7,0.0,True,False,155853.52,False,False,True,True,False,False,False,True,False
511,58,0,149117.31,True,True,162599.51,True,False,False,False,True,True,False,False,False
627,33,5,0.0,True,True,103737.82,True,False,False,False,True,False,True,False,False
694,31,10,0.0,True,False,160990.27,True,False,False,True,False,False,True,False,False
616,36,6,132311.71,False,False,15462.84,False,False,True,True,False,True,False,False,False
687,35,8,0.0,True,False,10334.05,True,False,False,False,True,False,True,False,False
712,33,6,0.0,True,True,190686.16,True,False,False,True,False,False,True,False,False
553,33,4,118082.89,False,False,94440.45,True,False,False,False,True,True,False,False,False
667,31,1,119266.69,True,True,28257.63,True,False,False,False,True,True,False,False,False
731,43,2,0.0,True,True,170034.95,True,False,False,False,True,True,False,False,False
629,35,7,156847.29,True,False,31824.29,False,True,False,False,True,False,True,False,False
614,50,4,137104.47,True,False,127166.49,True,False,False,False,True,True,False,False,False
438,31,8,78398.69,True,False,44937.01,False,True,False,False,True,True,False,False,False
652,80,4,0.0,True,True,188603.07,True,False,False,True,False,False,True,False,False
729,30,6,63669.42,True,False,145111.37,False,True,False,False,True,True,False,False,False
642,38,3,0.0,False,False,171463.83,True,False,False,False,True,False,True,False,False
806,59,0,135296.33,True,False,182822.5,False,True,False,True,False,True,False,False,False
744,36,2,153804.44,True,True,87213.33,False,False,True,False,True,True,False,False,False
474,37,3,0.0,False,False,57175.32,False,False,True,False,True,False,True,False,False
559,49,2,147069.78,True,False,120540.83,True,False,False,False,True,True,False,False,False
706,42,9,0.0,True,True,28714.34,False,False,True,False,True,False,True,False,False
628,22,3,0.0,True,False,85426.28,False,False,True,True,False,True,False,False,False
429,24,4,95741.75,True,False,46170.75,True,False,False,False,True,True,False,False,False
525,57,2,145965.33,True,True,64448.36,False,False,True,True,False,True,False,False,False
680,30,8,141441.75,True,True,16278.97,True,False,False,True,False,True,False,False,False
749,40,1,139290.41,True,False,182855.42,True,False,False,False,True,True,False,False,False
763,31,4,0.0,False,False,50404.72,True,False,False,True,False,False,True,False,False
734,30,3,0.0,True,False,107640.25,True,False,False,False,True,False,True,False,False
716,35,4,144428.87,True,False,134132.65,True,False,False,False,True,True,False,False,False
594,35,2,0.0,True,False,103480.69,True,False,False,False,True,False,True,False,False
644,46,9,95441.27,True,False,108761.05,True,False,False,True,False,True,False,False,False
671,35,1,144848.74,True,True,179012.3,False,True,False,False,True,True,False,False,False
664,26,7,116244.14,True,True,95145.14,False,True,False,False,True,False,True,False,False
656,50,7,0.0,False,True,72143.44,True,False,False,False,True,False,True,False,False
667,40,1,146502.07,True,False,19162.89,False,False,True,True,False,True,False,False,False
663,44,2,117028.6,False,True,144680.18,False,True,False,False,True,False,True,False,False
584,30,8,112013.81,True,False,177772.03,False,True,False,True,False,True,False,False,False
626,37,6,108269.37,True,False,5597.94,False,False,True,True,False,True,False,False,False
485,29,7,182123.79,True,False,116828.51,True,False,False,False,True,True,False,False,False
659,32,3,150923.74,False,True,174652.51,False,True,False,True,False,False,True,False,False
649,33,2,0.0,True,False,2010.98,True,False,False,False,True,False,True,False,False
805,39,5,165272.13,True,False,14109.85,False,False,True,True,False,True,False,False,False
716,39,10,115301.31,True,False,43527.4,False,True,False,True,False,True,False,False,False
642,40,6,129502.49,False,True,86099.23,False,True,False,True,False,False,True,False,False
659,31,4,118342.26,False,False,161574.19,True,False,False,False,True,True,False,False,False
545,47,5,0.0,True,True,38970.14,False,False,True,True,False,False,True,False,False
543,22,8,0.0,False,False,127587.22,True,False,False,False,True,False,True,False,False
718,25,7,0.0,True,False,30380.12,True,False,False,True,False,False,True,False,False
840,43,7,0.0,True,False,90908.95,True,False,False,True,False,False,True,False,False
630,34,9,106937.05,True,False,138275.01,False,True,False,True,False,False,True,False,False
643,59,3,170331.37,True,True,32171.79,False,True,False,False,True,True,False,False,False
654,32,1,114510.85,True,True,126143.23,False,True,False,True,False,True,False,False,False
582,39,5,0.0,True,True,129892.93,True,False,False,False,True,False,True,False,False
659,32,3,107594.11,True,True,102416.84,False,False,True,False,True,False,True,False,False
762,39,2,81273.13,True,True,18719.67,False,False,True,False,True,True,False,False,False
568,32,7,169399.6,True,False,61936.22,False,False,True,True,False,True,False,False,False
670,25,6,0.0,True,True,78358.94,False,False,True,False,True,False,True,False,False
613,45,1,187841.99,True,True,147224.27,True,False,False,True,False,False,True,False,False
539,30,0,0.0,True,False,160979.66,True,False,False,False,True,False,True,False,False
850,57,8,126776.3,True,True,132298.49,False,False,True,True,False,False,True,False,False
522,34,9,126436.29,True,False,174248.52,False,False,True,False,True,True,False,False,False
737,41,1,101960.74,True,True,123547.28,True,False,False,False,True,True,False,False,False
520,58,3,0.0,False,True,32790.02,True,False,False,False,True,False,True,False,False
706,28,3,0.0,False,True,181543.67,False,False,True,False,True,False,True,False,False
643,45,2,150842.93,False,True,2319.96,False,True,False,True,False,True,False,False,False
648,50,9,102535.57,True,True,189543.19,True,False,False,True,False,True,False,False,False
443,29,9,99027.61,True,False,10940.4,False,True,False,True,False,False,True,False,False
640,68,9,0.0,True,True,199493.38,True,False,False,False,True,False,True,False,False
